code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00001087	21	30	15	21
E00001088	15	38	23	43
E00001089	21	36	20	35
E00001090	20	29	16	28
E00001091	26	26	17	28
E00001092	53	42	6	10
E00001093	46	39	12	12
E00001094	49	35	4	15
E00001095	36	45	15	19
E00001096	10	11	2	8
E00001097	47	35	9	17
E00001098	41	36	10	11
E00001099	36	31	14	17
E00001100	39	32	7	5
E00001101	33	33	8	18
E00001102	36	31	11	21
E00001103	40	37	7	9
E00001104	31	19	9	15
E00001105	40	42	7	16
E00001106	32	44	11	19
E00001107	15	37	21	55
E00001108	44	32	12	11
E00001109	10	33	29	40
E00001110	12	29	30	35
E00001111	11	37	22	39
E00001112	8	39	23	36
E00001113	8	23	25	38
E00001114	58	46	15	12
E00001115	19	17	17	47
E00001116	6	17	15	34
E00001117	35	33	6	11
E00001118	44	25	18	16
E00001119	23	32	17	30
E00001120	27	33	7	18
E00001121	13	38	23	19
E00001122	23	31	15	16
E00001123	35	45	25	28
E00001124	22	35	14	17
E00001125	35	19	16	14
E00001126	16	32	20	26
E00001127	25	35	15	25
E00001128	43	35	20	25
E00001129	28	25	22	30
E00001130	23	32	15	27
E00001131	37	24	16	11
E00001132	27	32	15	11
E00001133	23	27	19	26
E00001134	33	27	5	8
E00001135	53	24	13	10
E00001136	58	49	19	18
E00001137	33	35	15	30
E00001138	35	21	9	22
E00001139	34	31	21	13
E00001140	27	18	9	17
E00001141	29	37	21	26
E00001142	37	30	17	15
E00001143	29	40	18	15
E00001144	34	36	10	22
E00001145	32	26	13	18
E00001146	32	31	12	14
E00001147	25	28	17	19
E00001148	29	27	20	13
E00001149	53	33	9	11
E00001150	50	30	13	7
E00001151	33	31	12	19
E00001152	43	23	15	18
E00001153	43	25	18	17
E00001154	43	29	9	21
E00001155	41	11	3	20
E00001156	11	26	14	18
E00001157	55	38	12	13
E00001158	28	50	20	36
E00001159	13	27	20	40
E00001160	40	46	16	26
E00001161	27	48	19	33
E00001162	13	32	23	43
E00001163	22	43	19	22
E00001164	42	38	15	29
E00001165	42	42	13	14
E00001166	17	58	33	42
E00001167	38	30	9	12
E00001168	37	29	13	16
E00001169	34	37	13	16
E00001170	7	33	16	33
E00001171	27	30	17	15
E00001172	54	35	6	9
E00001173	49	37	5	12
E00001174	62	70	17	19
E00001175	45	31	7	12
E00001176	42	41	14	22
E00001177	36	39	22	22
E00001178	32	33	20	27
E00001179	30	35	21	24
E00001180	29	35	15	20
E00001181	37	41	17	22
E00001182	34	36	11	10
E00001183	52	28	6	6
E00001184	59	44	31	24
E00001185	36	36	17	21
E00001186	31	30	6	3
E00001187	44	38	10	17
E00001188	30	44	15	14
E00001189	22	37	17	24
E00001191	24	46	19	28
E00001192	30	29	9	11
E00001193	40	32	21	19
E00001194	37	38	17	26
E00001195	24	16	5	20
E00001196	38	45	16	15
E00001197	33	36	13	8
E00001198	32	23	6	9
E00001199	19	37	8	37
E00001200	40	32	8	10
E00001201	34	27	9	13
E00001202	33	27	15	24
E00001203	30	48	16	15
E00001204	42	37	9	24
E00001205	32	69	14	16
E00001206	44	48	22	22
E00001207	38	34	9	14
E00001208	40	32	6	10
E00001209	39	23	13	7
E00001210	41	46	11	9
E00001211	62	67	12	31
E00001212	30	38	18	20
E00001213	40	28	8	9
E00001214	22	20	10	16
E00001215	43	28	5	4
E00001216	40	29	7	7
E00001217	42	49	11	4
E00001218	40	22	4	5
E00001219	36	36	8	11
E00001220	48	48	18	17
E00001221	35	21	13	6
E00001222	44	39	10	10
E00001223	42	46	16	18
E00001224	26	41	17	14
E00001225	41	30	3	3
E00001226	42	26	6	14
E00001227	40	35	11	10
E00001228	45	42	10	13
E00001229	49	29	14	6
E00001230	46	34	23	10
E00001231	26	45	17	24
E00001232	29	24	20	15
E00001233	65	34	11	6
E00001234	32	30	7	12
E00001235	52	63	21	27
E00001236	39	37	15	9
E00001237	49	25	6	1
E00001238	36	28	13	17
E00001239	45	31	21	13
E00001240	44	40	21	20
E00001241	40	34	12	9
E00001242	38	42	13	8
E00001243	41	37	13	16
E00001244	35	19	15	9
E00001245	38	36	6	13
E00001246	31	38	15	19
E00001247	29	33	8	13
E00001248	42	55	18	38
E00001249	33	27	5	4
E00001250	34	41	12	12
E00001251	44	38	14	32
E00001252	20	34	8	19
E00001253	27	24	5	4
E00001254	38	33	5	7
E00001255	52	29	7	9
E00001256	22	33	20	23
E00001257	53	28	2	5
E00001258	40	42	19	14
E00001259	26	26	19	25
E00001260	23	33	25	45
E00001261	43	36	10	17
E00001262	49	36	3	5
E00001263	49	36	10	9
E00001265	38	37	12	7
E00001266	21	21	9	3
E00001267	32	32	12	13
E00001268	41	37	8	15
E00001269	45	23	14	21
E00001270	13	48	23	38
E00001271	53	34	14	21
E00001272	15	40	17	25
E00001273	31	40	16	23
E00001274	53	36	8	14
E00001275	36	45	11	16
E00001276	24	28	11	12
E00001277	50	22	14	6
E00001278	20	26	19	28
E00001279	11	23	26	39
E00001280	25	19	12	22
E00001281	30	40	24	52
E00001282	24	21	21	20
E00001283	70	41	14	15
E00001284	50	33	7	11
E00001285	34	26	16	8
E00001286	36	30	15	25
E00001288	72	72	25	32
E00001289	35	30	16	10
E00001290	30	38	9	19
E00001291	62	64	22	30
E00001292	31	23	11	12
E00001293	30	47	14	19
E00001294	24	38	21	37
E00001295	31	24	14	4
E00001296	52	28	5	2
E00001297	52	22	5	8
E00001298	57	26	3	5
E00001299	41	26	10	19
E00001300	52	29	4	3
E00001301	54	30	6	3
E00001302	38	37	4	8
E00001303	39	28	10	4
E00001304	32	42	10	13
E00001305	43	28	9	4
E00001306	34	38	16	12
E00001307	27	29	7	7
E00001308	34	39	11	11
E00001309	34	22	7	9
E00001310	27	34	15	21
E00001311	52	17	3	8
E00001312	41	27	12	5
E00001313	50	21	7	7
E00001314	48	18	6	9
E00001315	17	32	8	21
E00001316	24	28	14	26
E00001317	12	38	26	21
E00001318	32	27	13	28
E00001319	23	42	21	18
E00001320	30	30	19	9
E00001321	45	31	10	8
E00001322	34	73	24	32
E00001323	39	36	11	10
E00001324	30	39	22	13
E00001325	24	27	24	18
E00001326	43	25	7	9
E00001327	32	38	9	19
E00001328	27	35	24	24
E00001329	25	49	28	43
E00001330	41	34	10	7
E00001331	22	30	14	26
E00001332	55	78	21	50
E00001333	37	34	13	11
E00001334	35	48	13	13
E00001335	37	45	15	29
E00001336	32	32	11	6
E00001337	37	31	13	17
E00001338	36	36	10	9
E00001339	27	35	10	10
E00001340	32	42	11	8
E00001341	38	19	6	7
E00001342	31	28	6	23
E00001343	27	36	17	9
E00001344	24	31	12	4
E00001345	46	32	8	5
E00001346	40	39	17	12
E00001347	35	40	10	2
E00001348	40	22	13	6
E00001349	22	21	7	5
E00001350	53	32	6	19
E00001351	12	18	19	26
E00001352	48	39	11	11
E00001353	45	51	10	9
E00001354	27	51	9	17
E00001355	47	26	5	4
E00001356	36	45	13	14
E00001357	37	32	10	13
E00001358	50	37	17	14
E00001359	25	28	8	6
E00001360	61	26	10	9
E00001361	26	57	12	25
E00001362	55	31	6	6
E00001363	39	33	2	8
E00001364	59	25	3	6
E00001365	49	18	14	8
E00001366	58	23	5	6
E00001367	43	24	7	8
E00001368	34	29	7	6
E00001369	45	30	7	5
E00001370	38	26	5	10
E00001371	35	25	6	10
E00001372	49	23	6	7
E00001373	44	45	23	15
E00001374	37	35	3	4
E00001375	53	27	5	3
E00001376	49	41	7	15
E00001377	15	20	8	4
E00001378	12	48	6	6
E00001379	30	40	29	43
E00001380	65	25	3	6
E00001381	49	20	4	3
E00001382	46	24	4	4
E00001383	40	25	7	13
E00001384	21	34	16	18
E00001385	39	25	12	9
E00001386	44	23	8	7
E00001387	31	37	8	28
E00001388	32	33	13	29
E00001389	44	26	3	5
E00001390	29	22	10	15
E00001391	49	22	6	7
E00001392	46	34	14	23
E00001393	42	32	8	13
E00001394	46	29	7	5
E00001395	48	24	6	1
E00001396	30	34	16	12
E00001397	19	28	28	30
E00001398	17	29	17	23
E00001399	12	23	16	17
E00001400	16	26	19	25
E00001401	15	28	17	13
E00001402	41	37	18	14
E00001403	15	35	14	33
E00001404	26	49	8	26
E00001405	23	29	14	20
E00001406	14	40	20	19
E00001407	12	47	18	56
E00001408	8	19	22	61
E00001409	12	47	22	49
E00001410	41	26	15	11
E00001411	4	24	16	36
E00001412	21	29	19	25
E00001413	16	27	17	17
E00001414	5	30	20	41
E00001415	19	36	21	31
E00001416	21	35	22	10
E00001417	13	28	28	34
E00001418	15	28	20	14
E00001419	11	34	15	23
E00001420	16	28	22	27
E00001421	10	40	23	10
E00001422	4	17	14	20
E00001423	57	28	11	6
E00001424	44	32	8	6
E00001425	35	31	12	11
E00001426	28	25	14	13
E00001427	30	36	9	16
E00001428	24	34	15	14
E00001429	51	36	11	12
E00001430	27	24	13	10
E00001431	30	24	8	10
E00001432	51	32	13	15
E00001433	31	25	6	18
E00001434	45	20	9	12
E00001435	26	34	19	17
E00001436	20	30	18	27
E00001437	19	26	9	10
E00001438	34	31	7	4
E00001439	21	26	11	29
E00001440	29	31	14	22
E00001441	31	27	12	25
E00001442	23	34	21	19
E00001443	24	33	10	10
E00001444	14	32	22	35
E00001445	19	49	21	27
E00001446	49	32	11	7
E00001447	56	42	19	20
E00001448	46	32	17	20
E00001449	52	41	10	16
E00001450	37	32	12	11
E00001451	49	30	6	11
E00001452	33	51	9	8
E00001453	63	30	11	17
E00001454	41	25	2	11
E00001455	42	47	12	20
E00001456	34	43	14	9
E00001457	60	44	19	13
E00001458	44	43	15	31
E00001459	46	34	9	15
E00001460	60	33	12	16
E00001461	38	23	9	9
E00001462	45	41	17	13
E00001463	25	26	15	24
E00001464	36	40	18	17
E00001465	55	34	14	13
E00001466	47	51	24	26
E00001467	45	46	15	8
E00001468	37	26	17	27
E00001469	16	21	9	10
E00001470	31	27	11	10
E00001471	53	42	13	10
E00001472	40	27	10	10
E00001474	44	32	17	9
E00001475	41	40	11	15
E00001476	58	21	12	19
E00001477	34	33	9	12
E00001478	49	85	19	52
E00001479	22	22	7	13
E00001480	47	40	13	16
E00001481	58	33	8	8
E00001482	23	32	16	19
E00001483	49	33	8	3
E00001484	45	26	14	11
E00001485	37	33	13	13
E00001486	59	40	16	11
E00001487	48	35	11	11
E00001488	55	34	12	9
E00001489	50	40	10	10
E00001490	58	35	13	12
E00001491	45	57	16	25
E00001492	39	62	30	26
E00001493	45	40	12	18
E00001494	37	37	15	19
E00001495	49	29	10	5
E00001496	15	28	25	34
E00001497	14	37	31	49
E00001498	23	39	23	41
E00001499	23	29	24	23
E00001500	26	41	27	30
E00001501	29	29	19	16
E00001502	23	36	31	27
E00001503	18	24	30	27
E00001504	12	18	18	23
E00001505	35	23	8	13
E00001506	29	28	19	17
E00001507	10	54	43	91
E00001508	13	29	34	28
E00001509	26	35	31	40
E00001510	23	50	41	50
E00001511	16	32	19	26
E00001512	18	24	28	24
E00001513	6	23	23	27
E00001514	6	28	18	31
E00001515	9	47	19	72
E00001516	28	35	30	28
E00001517	26	31	26	23
E00001518	14	22	24	28
E00001519	21	28	31	27
E00001520	24	37	22	13
E00001521	23	30	9	15
E00001522	37	22	13	14
E00001523	43	40	19	8
E00001524	43	20	6	9
E00001525	42	42	18	36
E00001526	40	35	8	12
E00001527	45	24	5	7
E00001528	32	24	19	30
E00001529	15	37	30	53
E00001530	21	43	28	40
E00001531	58	23	5	2
E00001532	39	31	11	8
E00001533	37	50	30	54
E00001534	40	27	7	16
E00001535	21	31	29	31
E00001536	27	44	23	28
E00001537	41	27	9	12
E00001538	32	38	23	23
E00001539	30	42	17	18
E00001540	37	42	21	19
E00001541	34	25	10	23
E00001542	62	33	10	11
E00001543	45	33	16	14
E00001544	39	46	17	25
E00001545	30	30	20	22
E00001546	38	41	18	22
E00001547	46	41	14	36
E00001548	11	22	23	47
E00001549	40	31	10	31
E00001550	45	30	17	17
E00001551	41	36	19	19
E00001552	8	23	22	13
E00001553	24	30	24	30
E00001554	31	25	9	20
E00001555	22	33	20	49
E00001556	20	30	14	11
E00001557	24	28	10	8
E00001558	41	25	13	12
E00001559	16	25	25	27
E00001560	27	27	13	21
E00001561	31	41	15	30
E00001562	22	40	17	40
E00001563	41	44	9	7
E00001564	38	29	8	16
E00001565	58	35	8	14
E00001566	53	25	16	8
E00001567	61	68	21	37
E00001568	45	33	12	10
E00001570	23	25	16	29
E00001571	29	32	22	20
E00001572	49	42	20	16
E00001573	51	43	10	17
E00001574	32	29	16	16
E00001575	17	17	7	9
E00001576	33	35	12	14
E00001577	45	49	10	10
E00001578	33	24	6	11
E00001579	49	41	21	20
E00001580	26	35	8	16
E00001581	28	37	19	24
E00001582	32	42	14	20
E00001583	33	36	21	14
E00001584	26	19	10	12
E00001585	32	37	11	13
E00001586	35	37	22	13
E00001587	32	34	16	25
E00001588	26	36	15	17
E00001589	31	17	12	22
E00001590	34	39	26	34
E00001591	11	17	27	39
E00001592	20	35	24	11
E00001593	7	36	17	13
E00001594	20	35	13	15
E00001595	13	18	26	22
E00001596	15	43	25	30
E00001597	15	29	19	19
E00001598	20	29	26	19
E00001599	8	28	23	23
E00001600	10	25	19	23
E00001601	13	43	12	12
E00001602	26	25	19	2
E00001603	19	34	21	12
E00001604	18	54	24	17
E00001605	17	39	32	21
E00001606	18	37	18	11
E00001607	20	48	26	17
E00001608	28	50	30	9
E00001609	15	26	19	7
E00001610	15	37	25	11
E00001611	20	36	17	12
E00001612	15	37	24	26
E00001613	25	35	16	17
E00001614	14	34	13	5
E00001615	21	31	12	8
E00001616	28	33	22	20
E00001617	14	29	10	10
E00001618	20	23	18	19
E00001619	18	37	18	8
E00001620	18	38	19	13
E00001621	11	22	18	17
E00001622	21	28	20	18
E00001623	12	23	11	18
E00001624	15	32	20	8
E00001625	10	17	6	10
E00001626	13	30	22	24
E00001627	15	45	25	23
E00001628	20	50	24	14
E00001629	16	34	16	17
E00001630	14	45	19	30
E00001631	23	45	19	27
E00001632	18	38	30	52
E00001633	11	38	28	24
E00001634	15	25	11	36
E00001635	20	19	19	33
E00001636	21	57	36	21
E00001637	15	38	22	32
E00001638	16	43	30	36
E00001639	11	30	26	41
E00001640	13	49	39	30
E00001641	4	29	13	47
E00001642	21	36	29	23
E00001643	13	34	19	23
E00001644	15	42	39	24
E00001645	18	23	38	21
E00001646	14	33	20	32
E00001647	15	43	28	35
E00001648	16	38	25	30
E00001649	11	53	26	33
E00001650	12	40	29	28
E00001651	18	35	18	17
E00001652	22	45	25	27
E00001653	18	27	28	19
E00001654	20	43	14	30
E00001655	12	30	20	25
E00001656	12	27	21	13
E00001657	11	23	12	18
E00001658	7	34	21	34
E00001659	17	43	31	21
E00001660	18	26	18	16
E00001661	10	55	22	22
E00001662	23	30	22	16
E00001663	16	30	21	8
E00001664	19	31	14	17
E00001665	15	36	21	17
E00001666	17	45	24	18
E00001667	18	45	18	16
E00001668	14	44	25	19
E00001669	16	38	30	12
E00001670	15	24	20	10
E00001671	19	63	16	19
E00001672	11	28	15	10
E00001673	17	38	23	9
E00001674	22	39	24	15
E00001675	19	43	15	13
E00001676	19	42	21	11
E00001677	17	24	15	15
E00001678	25	45	21	12
E00001679	24	32	20	10
E00001680	25	43	26	14
E00001681	21	37	14	19
E00001682	25	24	20	15
E00001683	18	35	25	15
E00001684	4	14	17	14
E00001685	16	34	30	16
E00001686	10	35	25	12
E00001687	10	35	20	16
E00001688	12	26	9	11
E00001689	15	37	27	24
E00001690	14	24	17	14
E00001691	16	35	28	24
E00001692	27	39	24	15
E00001693	15	30	22	9
E00001694	23	38	24	19
E00001695	26	40	18	15
E00001696	13	41	26	14
E00001697	11	40	9	7
E00001698	13	38	30	11
E00001699	20	40	20	19
E00001700	29	30	19	12
E00001701	28	26	13	9
E00001702	14	19	11	12
E00001703	21	23	14	8
E00001704	12	38	21	19
E00001705	9	31	22	23
E00001706	14	36	20	15
E00001707	20	39	29	15
E00001708	13	39	23	14
E00001709	19	42	27	21
E00001710	7	27	12	10
E00001711	10	33	32	13
E00001712	25	28	18	6
E00001713	22	31	12	5
E00001714	15	42	31	23
E00001715	26	30	14	9
E00001716	35	31	21	10
E00001717	11	39	26	17
E00001718	19	45	25	19
E00001719	25	33	9	8
E00001720	22	30	19	14
E00001721	10	40	24	19
E00001722	21	40	25	14
E00001723	15	38	31	25
E00001724	19	44	28	14
E00001725	35	28	28	12
E00001726	22	29	16	14
E00001727	19	40	35	11
E00001728	22	30	19	11
E00001729	26	40	14	11
E00001730	29	26	19	12
E00001731	19	46	26	15
E00001732	10	29	30	15
E00001733	26	39	15	5
E00001734	20	34	21	13
E00001735	21	36	24	12
E00001736	20	33	18	8
E00001737	17	32	6	9
E00001738	15	37	34	19
E00001739	16	27	22	12
E00001740	21	35	21	8
E00001741	21	40	19	6
E00001742	22	34	21	11
E00001743	16	31	12	13
E00001744	11	29	16	9
E00001745	21	38	20	8
E00001746	20	31	19	12
E00001747	18	30	21	8
E00001748	27	43	13	13
E00001749	15	22	18	12
E00001750	16	35	19	35
E00001751	13	30	24	8
E00001752	24	36	19	15
E00001753	12	30	6	8
E00001754	15	20	17	7
E00001755	10	28	17	8
E00001756	18	30	28	12
E00001757	14	41	7	17
E00001758	28	41	17	8
E00001759	18	27	22	14
E00001760	14	35	18	17
E00001761	16	28	17	12
E00001762	18	18	17	10
E00001763	20	39	15	12
E00001764	23	41	21	15
E00001765	21	47	18	15
E00001766	29	38	13	14
E00001767	28	37	24	11
E00001768	19	45	24	19
E00001769	22	31	9	12
E00001770	12	29	22	16
E00001771	14	35	20	14
E00001772	24	66	18	10
E00001773	30	40	27	25
E00001774	23	25	17	15
E00001775	27	41	25	8
E00001776	30	49	23	20
E00001777	24	47	27	10
E00001778	24	34	23	13
E00001779	21	37	21	21
E00001780	20	26	9	11
E00001781	22	37	13	17
E00001782	14	20	10	25
E00001783	21	27	11	12
E00001784	25	27	15	13
E00001785	26	33	15	15
E00001786	20	35	16	13
E00001787	19	37	12	11
E00001788	16	36	21	8
E00001789	14	29	25	15
E00001790	15	33	17	10
E00001791	20	46	19	15
E00001792	22	34	22	17
E00001793	35	33	30	7
E00001794	25	41	27	14
E00001795	22	36	20	17
E00001796	14	42	31	17
E00001797	17	37	22	18
E00001798	16	31	22	7
E00001799	6	20	25	33
E00001800	16	33	26	17
E00001801	8	38	32	46
E00001802	9	31	24	37
E00001803	14	39	20	28
E00001804	9	30	18	16
E00001805	12	19	26	23
E00001806	16	40	24	14
E00001807	18	36	22	13
E00001808	10	24	30	31
E00001809	15	36	20	7
E00001810	23	40	28	12
E00001811	17	30	22	6
E00001812	23	33	19	16
E00001813	13	30	19	39
E00001814	7	46	30	31
E00001815	21	35	21	10
E00001816	16	28	28	8
E00001817	25	26	18	24
E00001818	18	46	29	23
E00001819	12	31	28	26
E00001820	15	24	22	18
E00001821	9	35	23	77
E00001822	10	32	22	36
E00001823	7	19	21	34
E00001824	7	32	33	27
E00001825	8	22	25	34
E00001826	8	25	31	43
E00001827	8	48	32	66
E00001828	4	29	23	54
E00001829	5	26	17	40
E00001830	12	26	24	42
E00001831	15	46	23	27
E00001832	13	35	23	16
E00001833	16	29	17	13
E00001834	44	62	30	13
E00001835	25	45	20	18
E00001836	15	38	35	36
E00001837	23	34	30	19
E00001838	14	45	19	23
E00001839	27	35	12	10
E00001840	11	28	29	18
E00001841	15	29	33	17
E00001842	20	38	18	27
E00001843	28	23	23	9
E00001844	15	37	24	17
E00001845	13	25	15	7
E00001846	25	38	25	17
E00001847	14	43	25	25
E00001848	4	34	21	32
E00001849	12	18	14	33
E00001851	15	29	18	18
E00001852	10	26	23	32
E00001853	23	39	18	20
E00001854	7	23	22	30
E00001855	10	25	33	20
E00001856	9	24	20	25
E00001857	13	37	24	20
E00001858	5	25	21	46
E00001859	13	26	24	24
E00001860	16	34	20	20
E00001861	16	33	22	25
E00001862	6	22	28	57
E00001863	10	27	10	13
E00001864	15	17	27	21
E00001865	10	16	27	40
E00001866	8	21	26	24
E00001867	10	34	23	41
E00001868	17	30	22	19
E00001869	18	21	19	19
E00001870	20	33	28	22
E00001871	13	23	20	12
E00001872	17	25	15	5
E00001873	18	42	21	13
E00001874	10	38	24	41
E00001875	11	32	17	50
E00001876	19	48	12	22
E00001877	6	15	11	6
E00001878	22	49	20	24
E00001879	18	39	30	27
E00001880	18	29	20	8
E00001881	16	29	10	8
E00001882	10	19	18	15
E00001883	24	41	14	4
E00001884	24	27	7	6
E00001885	24	37	22	20
E00001886	26	47	19	13
E00001887	12	18	12	10
E00001888	13	36	19	30
E00001889	20	34	14	13
E00001890	8	39	20	32
E00001891	41	49	13	17
E00001892	25	33	25	18
E00001893	7	36	23	52
E00001894	7	16	22	28
E00001895	24	70	29	32
E00001896	24	44	40	35
E00001897	6	24	21	15
E00001898	10	32	22	28
E00001899	22	29	19	9
E00001900	22	28	14	15
E00001901	19	21	13	19
E00001902	14	30	15	8
E00001903	43	24	18	10
E00001904	14	32	15	8
E00001905	22	27	19	15
E00001906	32	39	21	11
E00001907	15	49	28	55
E00001908	30	27	9	11
E00001909	30	49	16	17
E00001910	19	41	24	22
E00001911	27	33	19	7
E00001912	52	66	26	20
E00001913	18	31	21	17
E00001914	17	30	31	10
E00001915	10	32	7	8
E00001916	8	20	16	18
E00001917	19	45	18	16
E00001918	17	33	22	11
E00001919	16	37	28	21
E00001920	19	19	20	10
E00001921	13	33	32	13
E00001922	25	34	15	13
E00001923	16	31	31	16
E00001924	14	33	27	19
E00001925	21	41	22	19
E00001926	21	28	20	11
E00001927	20	29	28	10
E00001928	4	28	24	21
E00001929	16	42	32	18
E00001930	14	30	31	21
E00001931	18	32	20	12
E00001932	15	35	17	7
E00001933	21	27	17	13
E00001934	15	39	25	17
E00001935	16	41	20	47
E00001936	29	39	18	10
E00001937	26	42	25	13
E00001938	16	37	27	15
E00001939	20	42	15	8
E00001940	19	27	24	13
E00001941	19	41	24	15
E00001943	18	49	16	20
E00001944	11	21	32	17
E00001945	14	31	29	26
E00001946	16	35	27	12
E00001947	15	26	23	27
E00001948	14	29	11	27
E00001949	14	33	31	14
E00001950	14	25	29	14
E00001951	7	36	23	20
E00001952	17	27	19	16
E00001953	14	30	23	25
E00001954	12	22	18	15
E00001955	21	31	18	16
E00001956	10	33	21	22
E00001957	14	28	21	14
E00001958	18	27	28	15
E00001959	19	43	35	17
E00001960	22	30	19	13
E00001961	12	30	23	14
E00001962	14	19	14	26
E00001963	11	43	29	25
E00001964	24	32	25	13
E00001965	13	21	26	24
E00001966	22	20	19	24
E00001967	14	29	22	13
E00001968	12	33	10	19
E00001969	21	22	19	19
E00001970	27	28	24	11
E00001971	23	32	23	7
E00001972	34	74	38	55
E00001973	15	53	24	15
E00001974	18	68	39	70
E00001975	13	37	20	27
E00001976	13	28	22	23
E00001977	17	41	16	20
E00001978	11	32	15	28
E00001980	22	32	27	20
E00001981	20	76	30	55
E00001982	12	20	14	7
E00001983	12	20	13	11
E00001984	11	36	27	30
E00001985	20	36	23	24
E00001986	14	49	23	28
E00001987	17	32	28	25
E00001988	12	24	12	14
E00001989	18	35	24	36
E00001990	24	41	16	23
E00001991	17	37	21	41
E00001992	21	39	23	18
E00001993	17	40	29	29
E00001994	19	40	30	39
E00001995	19	46	33	23
E00001996	15	33	30	23
E00001997	23	53	31	31
E00001998	18	34	22	29
E00002000	14	21	18	39
E00002001	11	36	24	33
E00002002	17	35	27	28
E00002003	7	22	21	42
E00002004	20	20	25	16
E00002005	16	35	14	13
E00002006	19	21	22	20
E00002007	13	43	17	22
E00002008	25	28	18	15
E00002009	18	31	31	17
E00002010	20	49	38	24
E00002011	20	28	22	13
E00002012	23	37	27	11
E00002013	24	29	27	9
E00002014	16	34	21	15
E00002015	17	48	26	9
E00002016	22	32	27	19
E00002017	20	36	28	18
E00002018	19	30	35	12
E00002019	17	47	28	15
E00002020	19	30	18	15
E00002021	14	29	28	18
E00002022	19	26	20	10
E00002023	19	28	34	11
E00002024	30	49	22	13
E00002025	16	35	21	17
E00002026	12	39	23	18
E00002027	16	39	34	20
